0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"[0, 0, 0, 0, 0]","[(1, 0), (2, 0), (3, 1), (3, 2)]",1143463.375,107.69423
0,0,0,0,100,0,0,0,31.08435231,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4029,4029,5008.336716,4029,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,8,33,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(5, 0), (5, 1), (7, 2), (8, 3), (9, 4), (10, 7), (11, 8), (12, 9), (13, 10), (14, 11), (15, 12)]",1203450,48.31850788
0,100,100,0,0,0,100,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,4029,4029,4029,4029,4029,4029,4029,16111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,6,27,1,24,2,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(8, 0), (8, 1), (10, 2), (11, 3), (12, 4), (13, 5), (14, 5), (15, 6), (16, 6), (17, 7), (18, 7), (19, 10), (20, 11), (21, 12), (22, 13), (22, 14), (24, 15), (25, 16), (26, 17), (26, 18), (28, 20), (29, 21)]",1211368.883,565.9211348
0,100,0,100,0,0,0,0,99.99379306,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,4029,1861.803317,4029,4029,4029,4029,8432.794625,7678.205375,2167.196683,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,37,3,27,1,17,8,8,37,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(10, 1), (11, 2), (12, 3), (13, 4), (14, 5), (15, 5), (16, 6), (17, 6), (18, 7), (19, 7), (20, 0), (21, 8), (22, 9), (23, 9), (24, 11), (25, 12), (26, 13), (27, 14), (27, 15), (29, 16), (30, 17), (31, 18), (31, 19), (33, 20), (34, 21), (35, 22), (36, 23), (37, 25), (38, 26), (39, 33), (40, 34)]",1258126.569,617.8614095
0,0,0,0,0,0,100,0,62.16870461,31.08435231,0,0,0,0,0,0,0,100,0,0,100,100,100,0,0,0,0,100,0,0,0,100,0,100,0,0,0,100,0,0,0,0,0,100,0,0,99.97517995,0,0,0,4029,2207.886285,4029,4029,5008.335876,4029,10016.67145,0,1821.113715,2413.497475,4029,4029,4029,1615.502525,4029,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,37,20,21,9,17,8,-1,37,46,33,31,27,46,22,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(15, 1), (16, 2), (17, 3), (18, 4), (19, 5), (20, 5), (21, 6), (22, 6), (23, 9), (24, 0), (25, 7), (26, 8), (27, 8), (28, 10), (29, 10), (30, 11), (31, 12), (32, 12), (33, 13), (34, 13), (35, 14), (36, 16), (37, 17), (38, 18), (39, 19), (39, 20), (41, 21), (42, 22), (43, 24), (44, 25), (45, 26), (46, 27), (47, 28), (47, 29), (49, 30), (50, 31), (50, 32), (52, 33), (53, 34), (54, 35), (55, 37), (56, 43), (57, 44), (58, 49), (59, 54)]",1342712.179,600.1455863
100,0,0,0,100,0,100,100,0,31.08435231,0,0,100,0,0,0,0,0,62.16870461,0,100,100,0,0,0,0,0,100,0,0,0,100,100,100,100,100,100,100,31.08435231,0,0,0,0,0,0,0,100,0,0,0,4029,4029,4029,4029,5008.335876,4029,4029,4029,4029,1573.383481,2243.214049,4029,10016.67145,949.0108535,1506.605665,4029,4029,4029,4029,4029,5008.336716,1785.785951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,20,27,9,7,34,21,36,46,33,31,18,46,46,6,32,35,4,12,38,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(22, 1), (23, 2), (24, 3), (25, 4), (26, 0), (26, 5), (28, 6), (29, 7), (30, 16), (30, 10), (32, 17), (33, 8), (34, 9), (35, 9), (36, 11), (37, 11), (38, 12), (39, 13), (40, 13), (41, 14), (42, 14), (43, 15), (44, 18), (45, 19), (46, 20), (47, 20), (48, 21), (49, 21), (50, 23), (51, 24), (52, 25), (53, 32), (54, 33), (55, 34), (56, 35), (57, 36), (57, 37), (59, 38), (60, 39), (60, 40), (62, 41), (63, 42), (64, 43), (65, 44), (66, 45), (67, 46), (67, 47), (69, 48), (70, 49), (71, 51), (72, 54), (73, 59), (74, 64), (75, 65), (76, 66)]",1398978.991,292.954679
100,0,0,0,0,0,100,100,0,0,0,0,0,0,100,0,0,0,0,50.99000683,100,100,100,100,100,0,100,0,0,0,100,100,100,100,100,100,100,100,0,0,100,0,0,0,100,0,100,0,0,0,4029,4029,2239.240707,8215.999072,2578.772509,4029,4029,4029,4029,2039.541681,1450.227491,4029,4029,1538.587202,1989.458319,881.1487117,2490.412798,3147.851288,4029,4029,4029,4029,1789.759293,4029,4029,4029,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,20,19,24,7,34,21,36,46,24,44,14,32,46,6,32,6,31,40,23,33,20,35,26,22,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(27, 1), (28, 2), (29, 3), (30, 4), (31, 0), (31, 5), (33, 6), (34, 7), (35, 16), (35, 10), (37, 17), (38, 8), (39, 9), (40, 9), (41, 11), (41, 12), (43, 19), (44, 13), (45, 13), (46, 14), (47, 14), (48, 15), (49, 18), (50, 20), (51, 22), (51, 23), (53, 21), (54, 21), (55, 24), (56, 24), (57, 25), (58, 26), (59, 28), (60, 29), (61, 30), (62, 37), (63, 38), (64, 39), (65, 40), (66, 43), (67, 44), (67, 45), (69, 46), (70, 47), (71, 48), (72, 49), (73, 50), (74, 53), (75, 54), (76, 55), (77, 56), (78, 57), (79, 58), (80, 60), (81, 63), (82, 71), (83, 72), (84, 78), (85, 79)]",1353468.991,992.0662005
100,0,100,0,0,0,100,0,0,0,0,100,0,0,100,0,0,0,100,50.99000683,0,0,100,100,0,0,0,0,0,0,100,100,0,100,100,100,0,0,0,0,100,0,100,0,100,100,100,0,0,0,4029,4029,1087.95795,1649.164169,1798.85291,16111,2941.04205,1575.141367,4029,1283.69046,4029,2230.14709,0,4029,1170.168173,0,2962.420733,4029,2379.835831,4029,4029,4029,1066.579267,4029,8215.999072,4029,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,31,44,18,34,46,45,46,11,44,-1,2,46,-1,42,6,31,40,23,33,42,35,19,22,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(25, 2), (26, 3), (27, 4), (28, 0), (28, 5), (30, 6), (31, 7), (32, 14), (33, 15), (34, 8), (35, 9), (36, 9), (37, 11), (38, 17), (39, 12), (40, 12), (41, 13), (42, 13), (43, 10), (44, 16), (45, 18), (46, 20), (46, 21), (48, 19), (49, 19), (50, 22), (51, 22), (52, 23), (53, 24), (54, 25), (55, 26), (56, 27), (57, 33), (58, 34), (59, 35), (60, 36), (61, 38), (62, 39), (62, 40), (64, 41), (65, 42), (66, 43), (67, 44), (68, 45), (69, 48), (70, 49), (71, 50), (72, 51), (73, 52), (74, 53), (75, 58), (76, 67), (77, 73), (78, 74)]",1381047.766,742.0979447
0,0,0,100,100,100,0,100,100,0,0,100,100,0,100,0,0,99.97517995,0,100,100,0,100,0,0,0,0,100,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,0,100,100,0,0,0,4029,4029,8055.5,4029,1191.188349,4029,9628.117406,8806.122691,6482.882594,4029,4029,4029,0,2792.46147,4029,1646.901457,2382.098543,8055.5,4029,2612.173362,3166.429292,2837.811651,4029,4029,7304.877309,1236.53853,1416.826638,862.570708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,8,36,12,45,29,19,29,7,11,27,-1,32,46,17,17,8,4,40,22,12,5,20,19,32,40,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(27, 2), (28, 3), (29, 4), (30, 0), (31, 6), (32, 7), (33, 15), (34, 16), (35, 8), (36, 9), (37, 9), (38, 11), (39, 18), (40, 5), (41, 13), (42, 13), (43, 10), (44, 17), (45, 19), (46, 21), (46, 22), (48, 12), (49, 14), (50, 23), (51, 23), (52, 20), (53, 24), (54, 25), (55, 26), (56, 27), (57, 28), (58, 29), (59, 34), (60, 35), (61, 36), (62, 37), (63, 39), (64, 41), (65, 42), (66, 43), (67, 44), (68, 45), (69, 50), (70, 51), (71, 52), (72, 53), (73, 54), (74, 55), (75, 60), (76, 67), (77, 73), (78, 74)]",1442214.231,1180.431684
100,0,0,0,0,100,0,100,0,0,100,0,100,100,0,0,100,100,100,100,0,100,100,0,0,100,100,0,31.08435231,62.16870461,0,0,100,0,100,0,0,0,100,100,100,0,0,0,0,100,100,0,0,62.16870461,10016.67138,1986.314533,8055.5,8055.5,4029,4029,10016.67138,4029,4029,5008.336182,4029,2042.685467,7613.433668,4029,16111,4029,4029,2074.366023,1954.633977,4029,2787.922292,4029,8055.5,4029,0,4029,1241.077708,4029,8497.566332,8055.5,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,18,18,7,45,49,46,25,28,34,21,19,32,39,10,17,5,5,16,40,12,38,26,-1,13,40,22,19,38,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(30, 2), (31, 3), (32, 4), (33, 0), (34, 6), (35, 7), (36, 16), (37, 8), (38, 12), (39, 9), (40, 9), (41, 11), (42, 19), (43, 5), (43, 14), (45, 17), (46, 10), (47, 18), (48, 20), (49, 22), (49, 23), (51, 13), (52, 15), (53, 26), (54, 27), (55, 21), (56, 24), (57, 25), (58, 28), (59, 29), (60, 31), (61, 38), (62, 39), (63, 40), (64, 42), (65, 46), (66, 47), (67, 48), (68, 55), (69, 56), (70, 57), (71, 58), (72, 59), (73, 66), (74, 70), (75, 72)]",1472349.022,951.6939163
