0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,100,4029,16111,4029,4029,16111,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,49,37,43,18,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1197554.45,297.7809114
0,0,0,0,100,0,0,0,0,62.16870461,0,0,0,0,0,0,0,0,62.16870461,0,0,0,0,0,0,0,0,0,0,55.24176029,0,0,0,0,0,0,0,100,0,100,0,0,100,0,0,0,0,100,0,0,10016.67168,2629.8337,4029,4029,10016.67183,8900.666499,4029,16111,1399.1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,37,42,9,29,47,39,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1286640,0
0,100,0,0,0,0,0,0,100,0,100,100,0,100,0,100,100,0,0,0,100,100,100,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,100,0,4029,4029,4029,4029,8181.793705,4029,4029,4029,4029,4029,4029,4029,4029,7929.206295,16111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,22,16,32,8,20,11,15,13,10,35,1,21,8,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1277195.428,420.778622
0,0,100,0,0,0,0,0,0,0,100,100,0,100,0,0,100,100,0,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,62.16870461,0,0,0,100,100,0,0,0,0,100,0,10016.67168,16111,4029,2357.624099,4029,4029,4029,4029,1671.375901,4029,2102.980682,4029,1926.019318,4029,4029,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,48,16,13,23,20,17,2,13,10,35,43,35,11,42,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1274700,974.1998306
0,0,100,0,0,0,0,0,0,0,100,100,0,100,0,0,100,100,0,0,100,100,100,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,100,100,0,0,0,0,0,0,2432.032619,2039.82702,4029,2346.838318,4029,4029,4029,4029,1682.161682,4029,2460.241975,4029,1568.758025,1596.967381,4029,4029,0,4029,1989.17298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,16,13,2,20,17,41,13,10,35,43,35,11,42,21,-1,22,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1394178.803,1326.182733
0,100,0,100,100,0,100,0,0,0,0,100,0,100,0,100,100,100,0,31.08435231,0,0,100,0,100,0,0,0,0,100,0,100,0,0,0,0,0,0,100,100,0,0,100,100,100,0,100,0,0,62.16870461,16111,1177.407461,4029,4029,4029,4029,4029,4029,4029,4029,10016.67175,4029,5008.335166,4029,4029,4029,1601.672169,16111,1249.92037,4029,16111,4029,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,16,13,44,4,17,31,3,1,49,43,19,11,42,46,24,38,24,6,39,22,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1375373.44,461.1258721
0,0,0,100,0,0,0,0,0,100,0,0,0,100,100,100,0,0,0,62.16870461,100,100,100,100,100,100,0,100,0,0,0,100,0,0,0,100,0,100,65.37148532,0,0,0,0,100,0,0,100,100,0,0,4029,1587.593371,4029,4029,8421.108544,4029,7689.891456,4029,4029,4107.999451,4029,6424.624218,4029,4029,4029,4029,4029,4029,10016.67168,4029,4029,2441.406629,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,22,37,47,9,31,9,23,3,38,14,38,25,46,21,35,13,24,19,27,20,22,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1381097.147,1483.012316
0,0,100,0,0,0,0,0,62.16870461,100,0,0,100,0,99.97517995,0,0,0,0,62.16870461,100,100,100,100,0,100,100,0,0,25.49189994,0,100,0,0,100,100,0,100,0,100,0,0,0,0,0,0,100,100,55.24176029,0,2115.34908,4029,4029,4029,8290.891813,4029,7820.108187,4029,4029,4107.999451,2430.351742,4029,4029,1598.648258,4029,1913.65092,2223.39281,4029,10016.67168,8900.664784,1805.60719,4029,4029,10016.67322,16111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,22,37,47,9,31,9,23,34,29,14,12,25,14,21,35,20,26,19,48,20,2,46,8,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1332244.931,904.2127965
0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,100,0,0,0,100,100,0,0,0,0,100,0,100,25.49189994,0,100,0,0,100,100,0,100,0,100,100,0,0,0,0,0,100,100,0,0,2231.516461,16111,4029,2629.330597,8150.65842,4029,7960.34158,4029,4029,4107.999451,4029,7811.761022,2051.22762,4029,4029,1797.483539,2224.876254,4029,0,0,1804.123746,8299.238978,1977.77238,1399.669403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,39,37,47,9,31,9,16,34,29,14,28,46,40,21,35,20,26,-1,-1,20,28,46,47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1390324.931,1240.93128
100,0,0,0,0,0,0,100,100,100,0,0,0,0,100,0,100,0,0,0,100,100,0,0,0,0,0,100,0,25.49189994,0,0,100,0,0,100,0,100,0,100,100,0,0,100,100,100,100,100,0,0,4029,16111,4029,4029,8053.830588,8759.718042,8057.169412,4029,4029,4107.999451,4029,4029,2041.210949,7351.281958,4029,4029,4029,4029,4029,4029,4029,4029,1987.789051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,39,37,47,9,8,9,16,0,29,14,7,46,8,21,45,40,44,43,27,20,32,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1403019.718,1056.550158
