0,0,0,0,0,100,0,0,0,0,100,0,0,0,20.032,0,0,0,0,0,35.602,0,0,0,0,0,0,100,44.5,0,0,44.5,0,0,44.5,17.8,0,0,0,0,0,0,0,0,0,0,50.08,0,0,0,31,20,27,35,28,14,10,34,5,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12322.524
0,0,0,0,0,100,0,0,0,0,0,0,0,0,8.9,0,0,20.032,0,0,0,0,0,0,0,0,0,100,0,0,100,50.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,27,14,30,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10531.3068
0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,50.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10308.072
0,89,0,0,0,0,0,0,8.9,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.066,0,0,0,0,0,44,15,1,8,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10389.5298
89,0,0,0,0,0,0,0,0,0,0,0,100,0,0,89,0,0,0,0,20.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,10.016,0,0,40.066,0,0,0,0,0,44,15,20,0,39,41,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10149.2022
0,0,40.066,0,0,0,0,0,0,0,0,0,0,50.08,0,0,0,17.8,0,0,17.8,89,100,17.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.726,0,0,2,22,21,24,47,17,20,23,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11424.7674
0,100,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,50.08,0,0,100,0,0,0,0,0,50.08,0,0,0,0,0,0,0,89,0,10.016,0,0,0,0,0,0,0,0,0,0,0,22,36,38,28,7,22,19,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11550.2016
0,0,0,0,0,0,0,100,17.8,0,44.5,0,0,50.08,0,0,0,0,0,0,0,0,100,0,0,0,71.204,0,0,0,0,0,0,0,0,0,0,0,35.602,100,0,0,0,0,0,0,0,0,0,100,22,-1,13,22,7,26,10,38,39,8,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12233.0604
100,0,0,0,0,0,0,50.08,0,0,0,0,0,50.08,0,0,0,0,0,0,0,0,100,0,0,0,71.204,0,0,8.214,0,44.5,0,0,0,35.602,0,0,0,0,0,0,0,50.08,0,0,0,40.066,0,0,-1,43,13,22,0,26,31,29,47,7,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12493.4628
0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,40.066,89,50.08,10.016,100,0,0,0,0,84.166,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,-1,17,21,18,42,26,26,19,6,36,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10760.649
