0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,31.08435231,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,25.49189994,0,4107.999451,4029,4029,4029,0,5008.336716,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,13,25,4,-1,18,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1167883.632,0,1232320.359,178.4530925
0,100,0,100,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,0,0,0,0,0,0,0,62.16870461,0,0,0,0,0,0,0,100,0,25.49189994,0,4107.999451,4029,4029,4029,4029,4029,4029,4029,4029,4029,10016.67138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,15,25,46,1,3,24,5,30,10,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1232322.053,0,1267984.311,0
100,0,100,100,0,100,0,0,0,0,0,0,0,0,100,0,100,100,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0,62.16870461,99.99379306,0,0,0,0,0,0,0,0,0,0,4029,4029,4029,1934.377992,4029,852.5946344,2094.622008,8285.54796,4029,7825.45204,10016.67138,0,16111,0,4029,2054.184386,1122.22098,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,16,21,5,3,21,39,17,39,38,-1,28,-1,36,3,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1256721.626,89.22654626,1332520.856,826.0544919
100,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,100,0,62.16870461,62.16870461,0,100,0,100,100,100,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,100,100,4029,4029,5891.303437,1961.406422,5530.439656,4029,1652.912825,4029,16111,16111,10016.67138,2812.494799,4029,10016.67175,4689.256907,2067.593578,4029,2104.91247,1924.08753,4029,2376.087175,1216.505201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,35,48,4,48,3,24,21,38,49,18,25,23,19,48,4,36,0,0,16,24,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1325949.563,59.48436418,1357683.594,866.7818076
100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,100,0,0,100,0,100,100,0,0,0,100,0,0,0,100,100,0,0,55.24176029,100,0,0,100,0,100,0,0,0,100,100,4029,2139.109324,4029,2346.430924,5550.814921,1889.890676,16111,16111,1682.569076,0,4029,4029,4029,4029,5419.536248,4029,4029,4029,2381.778024,1647.221976,4029,1764.621785,0,5140.64883,8900.664784,2264.378215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,34,20,48,3,49,39,20,-1,30,25,16,35,48,42,15,2,26,26,23,0,-1,48,38,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1352518.258,251.1268961,1417974.419,843.6002365
100,0,100,100,0,0,100,100,0,50.99000683,0,0,0,100,0,0,100,0,0,0,100,100,0,0,100,100,100,100,0,62.16870461,0,0,100,0,0,0,100,0,0,100,0,0,100,100,100,100,0,100,0,0,4029,4029,8215.999072,1984.129381,4029,4029,1970.181213,4029,1647.176284,4029,4029,4029,825.3387898,4029,2044.870619,4029,10016.67183,4029,4029,7683.213617,4029,4029,0,4029,4029,1233.479997,2381.823716,4029,8427.786383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,36,9,13,27,20,0,21,32,7,45,43,0,24,13,6,29,2,26,39,47,3,-1,42,16,0,32,25,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1388616.371,374.2578784,1411979.764,721.6976366
100,100,0,0,0,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,100,100,55.24176029,0,0,0,100,0,0,100,100,100,73.36602321,0,100,0,0,0,100,100,100,0,100,64.74458445,4107.999451,4029,2938.559138,4029,3068.434121,960.565879,4029,4029,1544.70452,16111,4029,4029,834.7208537,16111,4029,4029,4029,857.9105004,4029,4029,4029,6323.293565,4107.999451,7712.025487,8900.664784,1561.747807,2484.29548,1090.440862,4029,774.6208389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,44,46,37,37,22,35,32,48,45,26,0,9,40,6,20,0,5,1,27,49,49,38,28,0,32,44,21,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1374926.386,542.9779257,1426449.242,1247.760133
100,0,0,0,0,0,0,100,0,100,0,0,0,100,100,0,100,0,99.99379306,0,100,0,100,0,100,0,0,100,0,0,100,100,0,0,100,0,100,100,0,100,100,0,0,100,0,100,100,0,62.16870461,25.49189994,4029,4029,4029,4029,3092.580218,936.4197819,4029,10016.67138,4029,2794.791601,6664.348546,16111,992.0909451,4029,1964.684757,4029,4029,3595.908215,4029,4029,16111,1072.224298,4107.999451,5850.743239,0,4029,4029,4029,1234.208399,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,34,13,37,37,7,48,20,16,18,9,40,24,40,43,14,18,30,27,39,40,49,18,-1,0,31,45,16,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1397441.004,651.6268345,1405378.665,1233.547981
100,100,100,0,100,0,100,100,0,0,0,0,0,100,100,100,0,100,62.16870461,0,100,0,0,100,0,100,0,100,0,0,100,0,0,0,100,0,0,100,25.49189994,31.08435231,0,100,100,0,0,100,0,0,0,25.49189994,4107.999451,2011.64715,4029,4029,4029,2177.964103,5008.335876,4029,2275.222136,4029,4029,1753.777864,1234.481133,2017.35285,4029,2794.518867,4029,902.5326527,682.1388171,4029,4029,4029,4107.999451,2815.07824,1667.990116,4029,3346.861183,1213.92176,10016.67399,1851.035897,1458.477231,4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,25,34,13,37,23,39,1,41,20,17,41,4,25,27,4,14,0,42,7,15,2,49,45,0,30,42,45,18,23,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1375666.187,901.1788611,1401947.135,1713.418522
100,0,0,100,100,0,0,0,100,0,100,0,100,0,0,0,100,0,100,69.2011669,100,100,0,0,0,0,0,100,77.50605177,0,100,0,0,0,0,0,0,0,100,0,0,0,100,0,100,0,100,100,100,56.58245919,4107.999451,7041.052285,4029,4029,9081.072938,16111,5008.335876,6397.598631,2510.799902,3409.291671,6304.109698,7479.541456,594.5391348,2473.454865,4029,16111,4029,934.2099689,4029,4029,1518.200098,4029,4107.999451,7029.927062,2285.66577,2381.314702,4029,4029,1148.795096,1647.685298,5008.335166,1202.275147,1892.514884,0,1555.545135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,19,10,20,48,8,49,38,46,38,38,28,16,27,47,18,44,0,21,12,46,4,19,48,16,3,42,30,16,3,28,0,0,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1403935.878,982.6775589,1440389.191,1709.555911
